level,name,year,tenure,hhlds,value
2_counties,Fairfield County,2010,owner,p4_or_more,71331
2_counties,Fairfield County,2010,renter,total,97363
2_counties,Fairfield County,2010,renter,p1,37385
2_counties,Fairfield County,2010,renter,p2,24005
2_counties,Fairfield County,2010,renter,p3,15315
2_counties,Fairfield County,2010,renter,p4_or_more,20658
2_counties,Fairfield County,2018,total,total,340491
2_counties,Fairfield County,2018,owner,total,229169
2_counties,Fairfield County,2018,owner,p1,45817
2_counties,Fairfield County,2018,owner,p2,78905
2_counties,Fairfield County,2018,owner,p3,40493
2_counties,Fairfield County,2018,owner,p4_or_more,63954
2_counties,Fairfield County,2018,renter,total,111322
2_counties,Fairfield County,2018,renter,p1,38810
2_counties,Fairfield County,2018,renter,p2,28197
2_counties,Fairfield County,2018,renter,p3,18659
2_counties,Fairfield County,2018,renter,p4_or_more,25656
2_counties,Hartford County,2010,total,total,347625
2_counties,Hartford County,2010,owner,total,231066
2_counties,Hartford County,2010,owner,p1,52297
2_counties,Hartford County,2010,owner,p2,82298
2_counties,Hartford County,2010,owner,p3,38093
2_counties,Hartford County,2010,owner,p4_or_more,58378
2_counties,Hartford County,2010,renter,total,116559
2_counties,Hartford County,2010,renter,p1,48031
2_counties,Hartford County,2010,renter,p2,31047
2_counties,Hartford County,2010,renter,p3,17640
2_counties,Hartford County,2010,renter,p4_or_more,19841
2_counties,Hartford County,2018,total,total,349064
2_counties,Hartford County,2018,owner,total,225112
2_counties,Hartford County,2018,owner,p1,51471
2_counties,Hartford County,2018,owner,p2,82485
2_counties,Hartford County,2018,owner,p3,38914
2_counties,Hartford County,2018,owner,p4_or_more,52242
2_counties,Hartford County,2018,renter,total,123952
2_counties,Hartford County,2018,renter,p1,52135
2_counties,Hartford County,2018,renter,p2,32332
2_counties,Hartford County,2018,renter,p3,18438
2_counties,Hartford County,2018,renter,p4_or_more,21047
2_counties,Litchfield County,2010,total,total,76688
2_counties,Litchfield County,2010,owner,total,60345
2_counties,Litchfield County,2010,owner,p1,12492
2_counties,Litchfield County,2010,owner,p2,23075
2_counties,Litchfield County,2010,owner,p3,9778
2_counties,Litchfield County,2010,owner,p4_or_more,15000
2_counties,Litchfield County,2010,renter,total,16343
2_counties,Litchfield County,2010,renter,p1,7855
2_counties,Litchfield County,2010,renter,p2,4286
2_counties,Litchfield County,2010,renter,p3,1901
2_counties,Litchfield County,2010,renter,p4_or_more,2301
2_counties,Litchfield County,2018,total,total,73987
2_counties,Litchfield County,2018,owner,total,57079
2_counties,Litchfield County,2018,owner,p1,12863
2_counties,Litchfield County,2018,owner,p2,23047
2_counties,Litchfield County,2018,owner,p3,8905
2_counties,Litchfield County,2018,owner,p4_or_more,12264
2_counties,Litchfield County,2018,renter,total,16908
2_counties,Litchfield County,2018,renter,p1,7588
2_counties,Litchfield County,2018,renter,p2,4829
2_counties,Litchfield County,2018,renter,p3,1869
2_counties,Litchfield County,2018,renter,p4_or_more,2622
2_counties,Middlesex County,2010,total,total,66975
2_counties,Middlesex County,2010,owner,total,50796
2_counties,Middlesex County,2010,owner,p1,10593
2_counties,Middlesex County,2010,owner,p2,19334
2_counties,Middlesex County,2010,owner,p3,8215
2_counties,Middlesex County,2010,owner,p4_or_more,12654
2_counties,Middlesex County,2010,renter,total,16179
2_counties,Middlesex County,2010,renter,p1,7282
2_counties,Middlesex County,2010,renter,p2,4828
2_counties,Middlesex County,2010,renter,p3,2029
2_counties,Middlesex County,2010,renter,p4_or_more,2040
2_counties,Middlesex County,2018,total,total,66892
2_counties,Middlesex County,2018,owner,total,49262
2_counties,Middlesex County,2018,owner,p1,11144
2_counties,Middlesex County,2018,owner,p2,20069
2_counties,Middlesex County,2018,owner,p3,8245
2_counties,Middlesex County,2018,owner,p4_or_more,9804
2_counties,Middlesex County,2018,renter,total,17630
2_counties,Middlesex County,2018,renter,p1,8281
2_counties,Middlesex County,2018,renter,p2,4913
2_counties,Middlesex County,2018,renter,p3,2269
2_counties,Middlesex County,2018,renter,p4_or_more,2167
2_counties,New Haven County,2010,total,total,330785
2_counties,New Haven County,2010,owner,total,216131
2_counties,New Haven County,2010,owner,p1,46311
2_counties,New Haven County,2010,owner,p2,74891
2_counties,New Haven County,2010,owner,p3,38324
2_counties,New Haven County,2010,owner,p4_or_more,56605
2_counties,New Haven County,2010,renter,total,114654
2_counties,New Haven County,2010,renter,p1,47615
2_counties,New Haven County,2010,renter,p2,31661
2_counties,New Haven County,2010,renter,p3,16114
2_counties,New Haven County,2010,renter,p4_or_more,19264
2_counties,New Haven County,2018,total,total,329857
2_counties,New Haven County,2018,owner,total,204295
2_counties,New Haven County,2018,owner,p1,48790
2_counties,New Haven County,2018,owner,p2,75424
2_counties,New Haven County,2018,owner,p3,34945
2_counties,New Haven County,2018,owner,p4_or_more,45136
2_counties,New Haven County,2018,renter,total,125562
2_counties,New Haven County,2018,renter,p1,55903
2_counties,New Haven County,2018,renter,p2,34070
2_counties,New Haven County,2018,renter,p3,16512
2_counties,New Haven County,2018,renter,p4_or_more,19077
2_counties,New London County,2010,total,total,106590
2_counties,New London County,2010,owner,total,74246
2_counties,New London County,2010,owner,p1,15528
2_counties,New London County,2010,owner,p2,28908
2_counties,New London County,2010,owner,p3,11951
2_counties,New London County,2010,owner,p4_or_more,17859
2_counties,New London County,2010,renter,total,32344
2_counties,New London County,2010,renter,p1,13197
2_counties,New London County,2010,renter,p2,8731
2_counties,New London County,2010,renter,p3,4990
2_counties,New London County,2010,renter,p4_or_more,5426
2_counties,New London County,2018,total,total,107402
2_counties,New London County,2018,owner,total,71459
2_counties,New London County,2018,owner,p1,16753
2_counties,New London County,2018,owner,p2,28869
2_counties,New London County,2018,owner,p3,11136
2_counties,New London County,2018,owner,p4_or_more,14701
2_counties,New London County,2018,renter,total,35943
2_counties,New London County,2018,renter,p1,14563
2_counties,New London County,2018,renter,p2,9595
2_counties,New London County,2018,renter,p3,6199
2_counties,New London County,2018,renter,p4_or_more,5586
2_counties,Tolland County,2010,total,total,54452
2_counties,Tolland County,2010,owner,total,41615
2_counties,Tolland County,2010,owner,p1,6828
2_counties,Tolland County,2010,owner,p2,15794
2_counties,Tolland County,2010,owner,p3,7571
2_counties,Tolland County,2010,owner,p4_or_more,11422
2_counties,Tolland County,2010,renter,total,12837
2_counties,Tolland County,2010,renter,p1,5286
2_counties,Tolland County,2010,renter,p2,4284
2_counties,Tolland County,2010,renter,p3,1693
2_counties,Tolland County,2010,renter,p4_or_more,1574
2_counties,Tolland County,2018,total,total,55232
2_counties,Tolland County,2018,owner,total,39798
2_counties,Tolland County,2018,owner,p1,7710
2_counties,Tolland County,2018,owner,p2,16607
2_counties,Tolland County,2018,owner,p3,6711
2_counties,Tolland County,2018,owner,p4_or_more,8770
2_counties,Tolland County,2018,renter,total,15434
2_counties,Tolland County,2018,renter,p1,6549
2_counties,Tolland County,2018,renter,p2,4886
2_counties,Tolland County,2018,renter,p3,1941
2_counties,Tolland County,2018,renter,p4_or_more,2058
2_counties,Windham County,2010,total,total,44321
2_counties,Windham County,2010,owner,total,31366
2_counties,Windham County,2010,owner,p1,6084
2_counties,Windham County,2010,owner,p2,11835
2_counties,Windham County,2010,owner,p3,5493
2_counties,Windham County,2010,owner,p4_or_more,7954
2_counties,Windham County,2010,renter,total,12955
2_counties,Windham County,2010,renter,p1,5002
2_counties,Windham County,2010,renter,p2,3765
2_counties,Windham County,2010,renter,p3,1647
2_counties,Windham County,2010,renter,p4_or_more,2541
2_counties,Windham County,2018,total,total,44449
2_counties,Windham County,2018,owner,total,30960
2_counties,Windham County,2018,owner,p1,6571
2_counties,Windham County,2018,owner,p2,12955
2_counties,Windham County,2018,owner,p3,4925
2_counties,Windham County,2018,owner,p4_or_more,6509
2_counties,Windham County,2018,renter,total,13489
2_counties,Windham County,2018,renter,p1,5402
2_counties,Windham County,2018,renter,p2,3551
2_counties,Windham County,2018,renter,p3,1760
2_counties,Windham County,2018,renter,p4_or_more,2776
3_towns,Andover,2010,total,total,1276
3_towns,Andover,2010,owner,total,1144
3_towns,Andover,2010,owner,p1,212
3_towns,Andover,2010,owner,p2,505
3_towns,Andover,2010,owner,p3,152
3_towns,Andover,2010,owner,p4_or_more,275
3_towns,Andover,2010,renter,total,132
3_towns,Andover,2010,renter,p1,47
3_towns,Andover,2010,renter,p2,69
3_towns,Andover,2010,renter,p3,0
3_towns,Andover,2010,renter,p4_or_more,16
3_towns,Andover,2018,total,total,1235
3_towns,Andover,2018,owner,total,1079
3_towns,Andover,2018,owner,p1,170
3_towns,Andover,2018,owner,p2,408
3_towns,Andover,2018,owner,p3,265
3_towns,Andover,2018,owner,p4_or_more,236
3_towns,Andover,2018,renter,total,156
3_towns,Andover,2018,renter,p1,105
3_towns,Andover,2018,renter,p2,51
3_towns,Andover,2018,renter,p3,0
3_towns,Andover,2018,renter,p4_or_more,0
3_towns,Ansonia,2010,total,total,7622
3_towns,Ansonia,2010,owner,total,4610
3_towns,Ansonia,2010,owner,p1,1094
3_towns,Ansonia,2010,owner,p2,1508
3_towns,Ansonia,2010,owner,p3,914
3_towns,Ansonia,2010,owner,p4_or_more,1094
3_towns,Ansonia,2010,renter,total,3012
3_towns,Ansonia,2010,renter,p1,987
3_towns,Ansonia,2010,renter,p2,872
3_towns,Ansonia,2010,renter,p3,602
3_towns,Ansonia,2010,renter,p4_or_more,551
3_towns,Ansonia,2018,total,total,7452
3_towns,Ansonia,2018,owner,total,4431
3_towns,Ansonia,2018,owner,p1,1270
3_towns,Ansonia,2018,owner,p2,1597
3_towns,Ansonia,2018,owner,p3,597
3_towns,Ansonia,2018,owner,p4_or_more,967
3_towns,Ansonia,2018,renter,total,3021
3_towns,Ansonia,2018,renter,p1,1222
3_towns,Ansonia,2018,renter,p2,815
3_towns,Ansonia,2018,renter,p3,532
3_towns,Ansonia,2018,renter,p4_or_more,452
3_towns,Ashford,2010,total,total,1686
3_towns,Ashford,2010,owner,total,1349
3_towns,Ashford,2010,owner,p1,299
3_towns,Ashford,2010,owner,p2,536
3_towns,Ashford,2010,owner,p3,225
3_towns,Ashford,2010,owner,p4_or_more,289
3_towns,Ashford,2010,renter,total,337
3_towns,Ashford,2010,renter,p1,125
3_towns,Ashford,2010,renter,p2,126
3_towns,Ashford,2010,renter,p3,11
3_towns,Ashford,2010,renter,p4_or_more,75
3_towns,Ashford,2018,total,total,1780
3_towns,Ashford,2018,owner,total,1302
3_towns,Ashford,2018,owner,p1,288
3_towns,Ashford,2018,owner,p2,495
3_towns,Ashford,2018,owner,p3,295
3_towns,Ashford,2018,owner,p4_or_more,224
3_towns,Ashford,2018,renter,total,478
3_towns,Ashford,2018,renter,p1,291
3_towns,Ashford,2018,renter,p2,66
3_towns,Ashford,2018,renter,p3,9
3_towns,Ashford,2018,renter,p4_or_more,112
3_towns,Avon,2010,total,total,6786
3_towns,Avon,2010,owner,total,5578
3_towns,Avon,2010,owner,p1,1027
3_towns,Avon,2010,owner,p2,2111
3_towns,Avon,2010,owner,p3,738
3_towns,Avon,2010,owner,p4_or_more,1702
3_towns,Avon,2010,renter,total,1208
3_towns,Avon,2010,renter,p1,560
3_towns,Avon,2010,renter,p2,392
3_towns,Avon,2010,renter,p3,101
3_towns,Avon,2010,renter,p4_or_more,155
3_towns,Avon,2018,total,total,6968
3_towns,Avon,2018,owner,total,5964
3_towns,Avon,2018,owner,p1,1118
3_towns,Avon,2018,owner,p2,2323
3_towns,Avon,2018,owner,p3,883
3_towns,Avon,2018,owner,p4_or_more,1640
3_towns,Avon,2018,renter,total,1004
3_towns,Avon,2018,renter,p1,560
3_towns,Avon,2018,renter,p2,178
3_towns,Avon,2018,renter,p3,99
3_towns,Avon,2018,renter,p4_or_more,167
3_towns,Barkhamsted,2010,total,total,1407
3_towns,Barkhamsted,2010,owner,total,1246
3_towns,Barkhamsted,2010,owner,p1,190
3_towns,Barkhamsted,2010,owner,p2,481
3_towns,Barkhamsted,2010,owner,p3,196
3_towns,Barkhamsted,2010,owner,p4_or_more,379
3_towns,Barkhamsted,2010,renter,total,161
3_towns,Barkhamsted,2010,renter,p1,55
3_towns,Barkhamsted,2010,renter,p2,24
3_towns,Barkhamsted,2010,renter,p3,59
3_towns,Barkhamsted,2010,renter,p4_or_more,23
3_towns,Barkhamsted,2018,total,total,1364
3_towns,Barkhamsted,2018,owner,total,1254
3_towns,Barkhamsted,2018,owner,p1,156
3_towns,Barkhamsted,2018,owner,p2,554
3_towns,Barkhamsted,2018,owner,p3,202
3_towns,Barkhamsted,2018,owner,p4_or_more,342
3_towns,Barkhamsted,2018,renter,total,110
3_towns,Barkhamsted,2018,renter,p1,21
3_towns,Barkhamsted,2018,renter,p2,74
3_towns,Barkhamsted,2018,renter,p3,8
3_towns,Barkhamsted,2018,renter,p4_or_more,7
3_towns,Beacon Falls,2010,total,total,2278
3_towns,Beacon Falls,2010,owner,total,1872
3_towns,Beacon Falls,2010,owner,p1,275
3_towns,Beacon Falls,2010,owner,p2,658
3_towns,Beacon Falls,2010,owner,p3,308
3_towns,Beacon Falls,2010,owner,p4_or_more,631
3_towns,Beacon Falls,2010,renter,total,406
3_towns,Beacon Falls,2010,renter,p1,340
3_towns,Beacon Falls,2010,renter,p2,43
3_towns,Beacon Falls,2010,renter,p3,17
3_towns,Beacon Falls,2010,renter,p4_or_more,6
3_towns,Beacon Falls,2018,total,total,2466
3_towns,Beacon Falls,2018,owner,total,2094
3_towns,Beacon Falls,2018,owner,p1,504
3_towns,Beacon Falls,2018,owner,p2,819
3_towns,Beacon Falls,2018,owner,p3,336
3_towns,Beacon Falls,2018,owner,p4_or_more,435
3_towns,Beacon Falls,2018,renter,total,372
3_towns,Beacon Falls,2018,renter,p1,261
3_towns,Beacon Falls,2018,renter,p2,12
3_towns,Beacon Falls,2018,renter,p3,56
3_towns,Beacon Falls,2018,renter,p4_or_more,43
3_towns,Berlin,2010,total,total,7467
3_towns,Berlin,2010,owner,total,6683
3_towns,Berlin,2010,owner,p1,1146
3_towns,Berlin,2010,owner,p2,2501
3_towns,Berlin,2010,owner,p3,1183
3_towns,Berlin,2010,owner,p4_or_more,1853
3_towns,Berlin,2010,renter,total,784
3_towns,Berlin,2010,renter,p1,389
3_towns,Berlin,2010,renter,p2,239
3_towns,Berlin,2010,renter,p3,42
3_towns,Berlin,2010,renter,p4_or_more,114
3_towns,Berlin,2018,total,total,8243
3_towns,Berlin,2018,owner,total,7027
3_towns,Berlin,2018,owner,p1,1420
3_towns,Berlin,2018,owner,p2,2876
3_towns,Berlin,2018,owner,p3,1075
3_towns,Berlin,2018,owner,p4_or_more,1656
3_towns,Berlin,2018,renter,total,1216
3_towns,Berlin,2018,renter,p1,589
3_towns,Berlin,2018,renter,p2,449
3_towns,Berlin,2018,renter,p3,57
3_towns,Berlin,2018,renter,p4_or_more,121
3_towns,Bethany,2010,total,total,1888
3_towns,Bethany,2010,owner,total,1795
3_towns,Bethany,2010,owner,p1,211
3_towns,Bethany,2010,owner,p2,659
3_towns,Bethany,2010,owner,p3,330
3_towns,Bethany,2010,owner,p4_or_more,595
3_towns,Bethany,2010,renter,total,93
3_towns,Bethany,2010,renter,p1,11
3_towns,Bethany,2010,renter,p2,14
3_towns,Bethany,2010,renter,p3,28
3_towns,Bethany,2010,renter,p4_or_more,40
3_towns,Bethany,2018,total,total,1967
3_towns,Bethany,2018,owner,total,1800
3_towns,Bethany,2018,owner,p1,214
3_towns,Bethany,2018,owner,p2,823
3_towns,Bethany,2018,owner,p3,273
3_towns,Bethany,2018,owner,p4_or_more,490
3_towns,Bethany,2018,renter,total,167
3_towns,Bethany,2018,renter,p1,74
3_towns,Bethany,2018,renter,p2,32
3_towns,Bethany,2018,renter,p3,9
3_towns,Bethany,2018,renter,p4_or_more,52
3_towns,Bethel,2010,total,total,6590
3_towns,Bethel,2010,owner,total,5191
3_towns,Bethel,2010,owner,p1,699
3_towns,Bethel,2010,owner,p2,1953
3_towns,Bethel,2010,owner,p3,1045
3_towns,Bethel,2010,owner,p4_or_more,1494
3_towns,Bethel,2010,renter,total,1399
3_towns,Bethel,2010,renter,p1,582
3_towns,Bethel,2010,renter,p2,402
3_towns,Bethel,2010,renter,p3,202
3_towns,Bethel,2010,renter,p4_or_more,213
3_towns,Bethel,2018,total,total,7271
3_towns,Bethel,2018,owner,total,5684
3_towns,Bethel,2018,owner,p1,1186
3_towns,Bethel,2018,owner,p2,1776
3_towns,Bethel,2018,owner,p3,1085
3_towns,Bethel,2018,owner,p4_or_more,1637
3_towns,Bethel,2018,renter,total,1587
3_towns,Bethel,2018,renter,p1,747
3_towns,Bethel,2018,renter,p2,455
3_towns,Bethel,2018,renter,p3,168
3_towns,Bethel,2018,renter,p4_or_more,217
3_towns,Bethlehem,2010,total,total,1485
3_towns,Bethlehem,2010,owner,total,1288
3_towns,Bethlehem,2010,owner,p1,202
3_towns,Bethlehem,2010,owner,p2,631
3_towns,Bethlehem,2010,owner,p3,143
3_towns,Bethlehem,2010,owner,p4_or_more,312
3_towns,Bethlehem,2010,renter,total,197
3_towns,Bethlehem,2010,renter,p1,141
3_towns,Bethlehem,2010,renter,p2,15
3_towns,Bethlehem,2010,renter,p3,24
3_towns,Bethlehem,2010,renter,p4_or_more,17
3_towns,Bethlehem,2018,total,total,1306
3_towns,Bethlehem,2018,owner,total,1130
3_towns,Bethlehem,2018,owner,p1,252
3_towns,Bethlehem,2018,owner,p2,457
3_towns,Bethlehem,2018,owner,p3,168
3_towns,Bethlehem,2018,owner,p4_or_more,253
3_towns,Bethlehem,2018,renter,total,176
3_towns,Bethlehem,2018,renter,p1,72
3_towns,Bethlehem,2018,renter,p2,34
3_towns,Bethlehem,2018,renter,p3,8
3_towns,Bethlehem,2018,renter,p4_or_more,62
3_towns,Bloomfield,2010,total,total,8696
3_towns,Bloomfield,2010,owner,total,6521
3_towns,Bloomfield,2010,owner,p1,1621
3_towns,Bloomfield,2010,owner,p2,2587
3_towns,Bloomfield,2010,owner,p3,995
3_towns,Bloomfield,2010,owner,p4_or_more,1318
3_towns,Bloomfield,2010,renter,total,2175
3_towns,Bloomfield,2010,renter,p1,1398
3_towns,Bloomfield,2010,renter,p2,456
3_towns,Bloomfield,2010,renter,p3,105
3_towns,Bloomfield,2010,renter,p4_or_more,216
3_towns,Bloomfield,2018,total,total,8613
3_towns,Bloomfield,2018,owner,total,6240
3_towns,Bloomfield,2018,owner,p1,1644
3_towns,Bloomfield,2018,owner,p2,2389
3_towns,Bloomfield,2018,owner,p3,1113
3_towns,Bloomfield,2018,owner,p4_or_more,1094
3_towns,Bloomfield,2018,renter,total,2373
3_towns,Bloomfield,2018,renter,p1,1172
3_towns,Bloomfield,2018,renter,p2,703
3_towns,Bloomfield,2018,renter,p3,145
3_towns,Bloomfield,2018,renter,p4_or_more,353
3_towns,Bolton,2010,total,total,2061
3_towns,Bolton,2010,owner,total,1699
3_towns,Bolton,2010,owner,p1,332
3_towns,Bolton,2010,owner,p2,729
3_towns,Bolton,2010,owner,p3,264
3_towns,Bolton,2010,owner,p4_or_more,374
3_towns,Bolton,2010,renter,total,362
3_towns,Bolton,2010,renter,p1,181
3_towns,Bolton,2010,renter,p2,73
3_towns,Bolton,2010,renter,p3,56
3_towns,Bolton,2010,renter,p4_or_more,52
3_towns,Bolton,2018,total,total,1803
3_towns,Bolton,2018,owner,total,1610
3_towns,Bolton,2018,owner,p1,250
3_towns,Bolton,2018,owner,p2,730
3_towns,Bolton,2018,owner,p3,208
3_towns,Bolton,2018,owner,p4_or_more,422
3_towns,Bolton,2018,renter,total,193
3_towns,Bolton,2018,renter,p1,117
3_towns,Bolton,2018,renter,p2,30
3_towns,Bolton,2018,renter,p3,16
3_towns,Bolton,2018,renter,p4_or_more,30
3_towns,Bozrah,2010,total,total,1098
3_towns,Bozrah,2010,owner,total,917
3_towns,Bozrah,2010,owner,p1,165
3_towns,Bozrah,2010,owner,p2,370
3_towns,Bozrah,2010,owner,p3,227
3_towns,Bozrah,2010,owner,p4_or_more,155
3_towns,Bozrah,2010,renter,total,181
3_towns,Bozrah,2010,renter,p1,82
3_towns,Bozrah,2010,renter,p2,28
3_towns,Bozrah,2010,renter,p3,51
3_towns,Bozrah,2010,renter,p4_or_more,20
3_towns,Bozrah,2018,total,total,989
3_towns,Bozrah,2018,owner,total,851
3_towns,Bozrah,2018,owner,p1,125
3_towns,Bozrah,2018,owner,p2,367
3_towns,Bozrah,2018,owner,p3,155
3_towns,Bozrah,2018,owner,p4_or_more,204
3_towns,Bozrah,2018,renter,total,138
3_towns,Bozrah,2018,renter,p1,50
3_towns,Bozrah,2018,renter,p2,65
3_towns,Bozrah,2018,renter,p3,10
3_towns,Bozrah,2018,renter,p4_or_more,13
3_towns,Branford,2010,total,total,12119
3_towns,Branford,2010,owner,total,8700
3_towns,Branford,2010,owner,p1,2279
3_towns,Branford,2010,owner,p2,3399
3_towns,Branford,2010,owner,p3,1362
3_towns,Branford,2010,owner,p4_or_more,1660
3_towns,Branford,2010,renter,total,3419
3_towns,Branford,2010,renter,p1,1493
3_towns,Branford,2010,renter,p2,1153
3_towns,Branford,2010,renter,p3,396
3_towns,Branford,2010,renter,p4_or_more,377
3_towns,Branford,2018,total,total,12430
3_towns,Branford,2018,owner,total,8724
3_towns,Branford,2018,owner,p1,2576
3_towns,Branford,2018,owner,p2,3572
3_towns,Branford,2018,owner,p3,1363
3_towns,Branford,2018,owner,p4_or_more,1213
3_towns,Branford,2018,renter,total,3706
3_towns,Branford,2018,renter,p1,1686
3_towns,Branford,2018,renter,p2,1202
3_towns,Branford,2018,renter,p3,409
3_towns,Branford,2018,renter,p4_or_more,409
3_towns,Bridgeport,2010,total,total,52281
3_towns,Bridgeport,2010,owner,total,23654
3_towns,Bridgeport,2010,owner,p1,6651
3_towns,Bridgeport,2010,owner,p2,6095
3_towns,Bridgeport,2010,owner,p3,3955
3_towns,Bridgeport,2010,owner,p4_or_more,6953
3_towns,Bridgeport,2010,renter,total,28627
3_towns,Bridgeport,2010,renter,p1,9697
3_towns,Bridgeport,2010,renter,p2,6615
3_towns,Bridgeport,2010,renter,p3,4921
