"hhwt","name","minc","inc_band","hcost","cost_band"
12,"New Haven County",69905,"High",1986,"Mid-high"
13,"Fairfield County",95645,"Mid-high",2244,"Mid-high"
26,"Hartford County",75148,"Mid-low",3502,"High"
25,"Hartford County",75148,"Mid-high",2412,"High"
12,"Hartford County",75148,"High",4338,"High"
50,"Tolland County",87069,"Mid-high",2023,"Mid-high"
12,"Fairfield County",95645,"Mid-high",2261,"Mid-high"
12,"Hartford County",75148,"Mid-high",1767,"Mid-high"
12,"Hartford County",75148,"Mid-low",1353,"Mid-low"
14,"Middlesex County",85898,"High",1586,"Mid-low"
26,"New Haven County",69905,"Mid-high",2244,"High"
16,"New Haven County",69905,"High",1741,"Mid-high"
5,"Litchfield County",79906,"Mid-low",786,"Low"
7,"Hartford County",75148,"Mid-low",1419,"Mid-low"
11,"Fairfield County",95645,"High",720,"Low"
12,"New Haven County",69905,"High",2451,"High"
13,"Hartford County",75148,"Mid-low",800,"Low"
17,"Middlesex County",85898,"High",904,"Low"
36,"New Haven County",69905,"Low",753,"Low"
26,"Fairfield County",95645,"Mid-high",1901,"Mid-low"
110,"Tolland County",87069,"High",2239,"Mid-high"
14,"Fairfield County",95645,"High",3142,"High"
27,"New Haven County",69905,"High",1877,"Mid-high"
11,"New Haven County",69905,"High",2674,"High"
22,"Fairfield County",95645,"High",1365,"Mid-low"
25,"Fairfield County",95645,"Mid-low",1193,"Low"
22,"Fairfield County",95645,"Mid-low",1677,"Mid-low"
12,"New Haven County",69905,"High",1283,"Mid-low"
6,"Hartford County",75148,"Mid-low",711,"Low"
18,"Hartford County",75148,"High",3248,"High"
21,"New Haven County",69905,"Mid-high",1883,"Mid-high"
7,"Fairfield County",95645,"High",2841,"Mid-high"
22,"Middlesex County",85898,"High",3227,"High"
16,"New London County",73490,"High",942,"Mid-low"
13,"Fairfield County",95645,"High",2175,"Mid-high"
14,"Litchfield County",79906,"Mid-low",1203,"Mid-low"
14,"Fairfield County",95645,"High",5882,"High"
13,"Hartford County",75148,"Very low",2977,"High"
13,"Litchfield County",79906,"High",1759,"Mid-high"
15,"Fairfield County",95645,"Very low",1310,"Mid-low"
24,"Hartford County",75148,"Mid-high",1017,"Mid-low"
14,"New Haven County",69905,"High",1328,"Mid-low"
13,"Fairfield County",95645,"High",3285,"High"
19,"New Haven County",69905,"Mid-high",2040,"Mid-high"
20,"New Haven County",69905,"High",4006,"High"
12,"Hartford County",75148,"Mid-low",996,"Mid-low"
69,"Hartford County",75148,"High",1308,"Mid-low"
13,"Middlesex County",85898,"Mid-high",3131,"High"
22,"Hartford County",75148,"High",1143,"Mid-low"
24,"Litchfield County",79906,"Mid-high",1375,"Mid-low"
22,"Fairfield County",95645,"High",3499,"High"
34,"Hartford County",75148,"High",2135,"Mid-high"
13,"New Haven County",69905,"High",913,"Mid-low"
19,"New Haven County",69905,"Low",1005,"Mid-low"
10,"Hartford County",75148,"High",2445,"High"
5,"New London County",73490,"High",2098,"Mid-high"
14,"New London County",73490,"High",3682,"High"
21,"New Haven County",69905,"Mid-high",1861,"Mid-high"
13,"Litchfield County",79906,"High",1059,"Mid-low"
20,"New Haven County",69905,"High",2173,"High"
8,"Windham County",66550,"Mid-high",932,"Mid-low"
6,"Windham County",66550,"High",1241,"Mid-low"
20,"Hartford County",75148,"Very low",1281,"Mid-low"
15,"Litchfield County",79906,"Low",895,"Low"
13,"New Haven County",69905,"Mid-high",1548,"Mid-high"
8,"New Haven County",69905,"Mid-high",1182,"Mid-low"
13,"Litchfield County",79906,"High",1751,"Mid-high"
59,"New Haven County",69905,"Mid-low",997,"Mid-low"
10,"Hartford County",75148,"Low",2151,"Mid-high"
14,"Hartford County",75148,"Low",4158,"High"
14,"Hartford County",75148,"High",1710,"Mid-high"
12,"Litchfield County",79906,"Low",707,"Low"
28,"New Haven County",69905,"Mid-high",1210,"Mid-low"
12,"New Haven County",69905,"High",1019,"Mid-low"
10,"New Haven County",69905,"High",628,"Low"
22,"Fairfield County",95645,"High",4329,"High"
21,"Litchfield County",79906,"Mid-low",948,"Low"
15,"Hartford County",75148,"High",679,"Low"
12,"Middlesex County",85898,"Mid-high",618,"Very low"
8,"Hartford County",75148,"Mid-low",1289,"Mid-low"
42,"New London County",73490,"Very low",1167,"Mid-low"
60,"Hartford County",75148,"High",2857,"High"
11,"Fairfield County",95645,"High",5904,"High"
13,"Fairfield County",95645,"Mid-high",2926,"High"
20,"Litchfield County",79906,"High",8162,"High"
20,"Tolland County",87069,"High",661,"Low"
17,"Tolland County",87069,"High",4369,"High"
8,"Windham County",66550,"Mid-high",686,"Low"
12,"Hartford County",75148,"Mid-high",1239,"Mid-low"
13,"Hartford County",75148,"Mid-high",2119,"Mid-high"
12,"New Haven County",69905,"High",2541,"High"
11,"Litchfield County",79906,"Mid-low",789,"Low"
12,"Middlesex County",85898,"High",2613,"High"
14,"New Haven County",69905,"High",1942,"Mid-high"
21,"Hartford County",75148,"Mid-high",1986,"Mid-high"
15,"Hartford County",75148,"High",906,"Low"
21,"Hartford County",75148,"High",2263,"High"
13,"New London County",73490,"High",914,"Low"
28,"Middlesex County",85898,"High",2117,"Mid-high"
8,"Fairfield County",95645,"Mid-high",2152,"Mid-high"
11,"Middlesex County",85898,"Very low",327,"Very low"
9,"Fairfield County",95645,"High",5120,"High"
17,"New Haven County",69905,"Low",1243,"Mid-low"
14,"Hartford County",75148,"High",2047,"Mid-high"
12,"New Haven County",69905,"Mid-high",3571,"High"
15,"Fairfield County",95645,"High",1324,"Mid-low"
13,"New London County",73490,"Mid-high",833,"Low"
23,"Fairfield County",95645,"Mid-low",286,"Very low"
12,"Hartford County",75148,"Mid-low",1032,"Mid-low"
4,"Litchfield County",79906,"Mid-high",3147,"High"
23,"Fairfield County",95645,"High",3076,"High"
10,"Litchfield County",79906,"Mid-high",1481,"Mid-low"
16,"Hartford County",75148,"High",3080,"High"
12,"New Haven County",69905,"High",1696,"Mid-high"
5,"Litchfield County",79906,"Mid-high",2040,"Mid-high"
15,"Tolland County",87069,"Mid-high",2770,"High"
5,"Fairfield County",95645,"High",2211,"Mid-high"
19,"Hartford County",75148,"High",800,"Low"
13,"New Haven County",69905,"Mid-high",3624,"High"
12,"New Haven County",69905,"Low",683,"Low"
12,"Litchfield County",79906,"High",3006,"High"
37,"New Haven County",69905,"Mid-low",2292,"High"
15,"Hartford County",75148,"High",661,"Low"
10,"New Haven County",69905,"Mid-high",1888,"Mid-high"
12,"Fairfield County",95645,"High",1829,"Mid-low"
11,"Hartford County",75148,"Mid-low",2484,"High"
42,"Hartford County",75148,"Mid-high",860,"Low"
25,"New Haven County",69905,"High",2569,"High"
15,"Tolland County",87069,"Very low",1036,"Low"
11,"Fairfield County",95645,"Mid-high",8850,"High"
9,"Hartford County",75148,"Very low",1362,"Mid-low"
14,"Hartford County",75148,"High",289,"Very low"
20,"New Haven County",69905,"Very low",1284,"Mid-low"
7,"Hartford County",75148,"High",1076,"Mid-low"
13,"Fairfield County",95645,"Mid-high",1107,"Low"
15,"Fairfield County",95645,"High",1391,"Mid-low"
9,"Fairfield County",95645,"High",4544,"High"
20,"Hartford County",75148,"High",1961,"Mid-high"
12,"Fairfield County",95645,"Mid-high",3275,"High"
20,"Middlesex County",85898,"High",3703,"High"
22,"New Haven County",69905,"Mid-high",2264,"High"
9,"Fairfield County",95645,"High",4081,"High"
29,"Fairfield County",95645,"Mid-high",1345,"Mid-low"
8,"Fairfield County",95645,"Low",1879,"Mid-low"
31,"Windham County",66550,"High",1855,"Mid-high"
10,"Fairfield County",95645,"High",1702,"Mid-low"
18,"Litchfield County",79906,"Mid-high",1949,"Mid-high"
14,"New Haven County",69905,"High",1371,"Mid-low"
23,"Hartford County",75148,"Mid-high",1675,"Mid-high"
23,"New Haven County",69905,"High",1036,"Mid-low"
21,"New Haven County",69905,"High",1751,"Mid-high"
18,"New Haven County",69905,"Very low",2395,"High"
12,"Fairfield County",95645,"High",2443,"Mid-high"
25,"Hartford County",75148,"Low",1508,"Mid-high"
15,"Fairfield County",95645,"Mid-high",2468,"Mid-high"
16,"Tolland County",87069,"Mid-low",970,"Low"
14,"Middlesex County",85898,"High",1883,"Mid-high"
14,"Hartford County",75148,"Low",1499,"Mid-low"
14,"Fairfield County",95645,"High",4258,"High"
14,"New Haven County",69905,"High",2843,"High"
16,"New Haven County",69905,"High",2373,"High"
12,"Middlesex County",85898,"High",2341,"Mid-high"
11,"Tolland County",87069,"Mid-high",759,"Low"
21,"Fairfield County",95645,"Very low",295,"Very low"
11,"New Haven County",69905,"Mid-high",1434,"Mid-high"
35,"New Haven County",69905,"Very low",566,"Low"
10,"New Haven County",69905,"High",2533,"High"
7,"Fairfield County",95645,"High",1685,"Mid-low"
13,"Hartford County",75148,"High",2394,"High"
6,"Hartford County",75148,"Mid-low",1263,"Mid-low"
20,"Litchfield County",79906,"High",3084,"High"
14,"Hartford County",75148,"High",2097,"Mid-high"
5,"Hartford County",75148,"High",2095,"Mid-high"
11,"Windham County",66550,"High",1371,"Mid-high"
13,"Hartford County",75148,"High",862,"Low"
10,"Middlesex County",85898,"Mid-high",1643,"Mid-low"
38,"New Haven County",69905,"Low",942,"Mid-low"
26,"New Haven County",69905,"Mid-low",606,"Low"
56,"Fairfield County",95645,"Mid-high",3664,"High"
20,"New Haven County",69905,"Mid-high",2737,"High"
13,"Fairfield County",95645,"High",3858,"High"
15,"Tolland County",87069,"High",4213,"High"
17,"Fairfield County",95645,"Very low",3696,"High"
23,"Litchfield County",79906,"High",3515,"High"
9,"Litchfield County",79906,"Mid-high",1113,"Mid-low"
23,"Hartford County",75148,"Mid-low",1220,"Mid-low"
13,"Fairfield County",95645,"High",4594,"High"
34,"New London County",73490,"High",2140,"Mid-high"
16,"Fairfield County",95645,"Low",2860,"Mid-high"
15,"Fairfield County",95645,"High",5237,"High"
14,"Fairfield County",95645,"Low",4964,"High"
15,"Hartford County",75148,"High",3505,"High"
11,"Hartford County",75148,"Low",512,"Very low"
22,"New Haven County",69905,"Mid-high",954,"Mid-low"
8,"New Haven County",69905,"High",2554,"High"
42,"Hartford County",75148,"Low",1856,"Mid-high"
58,"New Haven County",69905,"Very low",893,"Mid-low"
23,"Fairfield County",95645,"High",4073,"High"
28,"Middlesex County",85898,"Mid-low",744,"Low"
14,"Fairfield County",95645,"Mid-low",2878,"High"
14,"Tolland County",87069,"Mid-low",1390,"Mid-low"
69,"New Haven County",69905,"Mid-high",1776,"Mid-high"
50,"New London County",73490,"High",3541,"High"
44,"Fairfield County",95645,"High",1686,"Mid-low"
22,"Fairfield County",95645,"High",8066,"High"
16,"Hartford County",75148,"Mid-high",2202,"Mid-high"
28,"New Haven County",69905,"High",3086,"High"
27,"New Haven County",69905,"Mid-low",979,"Mid-low"
15,"Fairfield County",95645,"Mid-high",2881,"High"
13,"Windham County",66550,"Mid-low",559,"Low"
14,"Fairfield County",95645,"High",5313,"High"
12,"Fairfield County",95645,"High",1957,"Mid-high"
11,"Fairfield County",95645,"High",8107,"High"
22,"New Haven County",69905,"Mid-high",1984,"Mid-high"
20,"Hartford County",75148,"Low",581,"Low"
17,"Fairfield County",95645,"High",4925,"High"
22,"Hartford County",75148,"Mid-low",2767,"High"
13,"Litchfield County",79906,"High",2663,"High"
8,"Hartford County",75148,"Low",567,"Low"
23,"Litchfield County",79906,"Mid-high",1181,"Mid-low"
15,"Fairfield County",95645,"High",3311,"High"
15,"Fairfield County",95645,"High",6530,"High"
13,"Fairfield County",95645,"High",1910,"Mid-low"
13,"Fairfield County",95645,"High",3139,"High"
22,"New Haven County",69905,"High",2737,"High"
12,"Fairfield County",95645,"High",2498,"Mid-high"
3,"New London County",73490,"High",1021,"Mid-low"
19,"New London County",73490,"High",1318,"Mid-low"
19,"New Haven County",69905,"High",3671,"High"
24,"Middlesex County",85898,"High",2695,"High"
32,"Litchfield County",79906,"High",1349,"Mid-low"
22,"New Haven County",69905,"High",769,"Low"
37,"Fairfield County",95645,"Mid-high",1596,"Mid-low"
12,"Fairfield County",95645,"High",1902,"Mid-low"
15,"Fairfield County",95645,"High",10414,"High"
14,"Fairfield County",95645,"Low",359,"Very low"
8,"Litchfield County",79906,"Mid-low",1055,"Mid-low"
28,"Hartford County",75148,"High",761,"Low"
13,"Fairfield County",95645,"High",2825,"Mid-high"
18,"Fairfield County",95645,"Mid-low",571,"Very low"
18,"New Haven County",69905,"Mid-high",941,"Mid-low"
20,"Hartford County",75148,"High",1654,"Mid-high"
22,"Hartford County",75148,"High",1684,"Mid-high"
12,"Fairfield County",95645,"Low",186,"Very low"
26,"Fairfield County",95645,"High",3147,"High"
20,"Fairfield County",95645,"Mid-low",2571,"Mid-high"
12,"Fairfield County",95645,"Mid-low",3264,"High"
76,"New Haven County",69905,"Mid-high",2204,"High"
7,"Fairfield County",95645,"High",2375,"Mid-high"
15,"New Haven County",69905,"Mid-low",3847,"High"
16,"New Haven County",69905,"Low",905,"Mid-low"
15,"New Haven County",69905,"Mid-high",1352,"Mid-low"
22,"New Haven County",69905,"Mid-high",712,"Low"
14,"Hartford County",75148,"Very low",1215,"Mid-low"
6,"Fairfield County",95645,"High",8281,"High"
11,"New Haven County",69905,"Low",1023,"Mid-low"
17,"Tolland County",87069,"High",2848,"High"
13,"Fairfield County",95645,"High",6823,"High"
7,"Fairfield County",95645,"High",3022,"High"
12,"Hartford County",75148,"High",2931,"High"
16,"Hartford County",75148,"High",2090,"Mid-high"
12,"New London County",73490,"Low",653,"Low"
14,"Litchfield County",79906,"Mid-high",890,"Low"
14,"Fairfield County",95645,"Low",1023,"Low"
21,"New Haven County",69905,"Mid-low",1182,"Mid-low"
7,"Hartford County",75148,"High",344,"Very low"
12,"Fairfield County",95645,"Low",10154,"High"
12,"Tolland County",87069,"Mid-high",1602,"Mid-low"
14,"New London County",73490,"High",3292,"High"
14,"Fairfield County",95645,"Very low",692,"Very low"
30,"Middlesex County",85898,"High",4018,"High"
20,"Middlesex County",85898,"High",3343,"High"
26,"Fairfield County",95645,"Low",1790,"Mid-low"
19,"Hartford County",75148,"High",3041,"High"
14,"New Haven County",69905,"High",2275,"High"
14,"New Haven County",69905,"Mid-low",1979,"Mid-high"
25,"Middlesex County",85898,"High",1588,"Mid-low"
14,"Litchfield County",79906,"Low",1188,"Mid-low"
12,"Fairfield County",95645,"Mid-high",3010,"High"
25,"New London County",73490,"Mid-high",3401,"High"
48,"Middlesex County",85898,"High",1695,"Mid-low"
25,"New Haven County",69905,"High",894,"Mid-low"
18,"New London County",73490,"High",1641,"Mid-high"
7,"New London County",73490,"Very low",349,"Very low"
23,"Hartford County",75148,"High",1683,"Mid-high"
18,"Hartford County",75148,"High",5702,"High"
23,"New London County",73490,"Low",1619,"Mid-high"
12,"Middlesex County",85898,"High",1368,"Mid-low"
21,"Tolland County",87069,"High",3140,"High"
14,"Fairfield County",95645,"High",5660,"High"
14,"Hartford County",75148,"High",291,"Very low"
13,"Hartford County",75148,"High",1166,"Mid-low"
19,"New Haven County",69905,"High",4152,"High"
21,"New Haven County",69905,"High",2439,"High"
12,"Hartford County",75148,"High",2303,"High"
38,"Hartford County",75148,"Mid-low",1064,"Mid-low"
11,"Fairfield County",95645,"Mid-low",454,"Very low"
13,"Fairfield County",95645,"Mid-high",4744,"High"
12,"Hartford County",75148,"High",1898,"Mid-high"
9,"New Haven County",69905,"High",2676,"High"
15,"New Haven County",69905,"High",1345,"Mid-low"
13,"Litchfield County",79906,"Mid-high",899,"Low"
8,"Hartford County",75148,"Low",664,"Low"
12,"Fairfield County",95645,"Mid-low",2875,"High"
23,"Fairfield County",95645,"Mid-high",2556,"Mid-high"
27,"Windham County",66550,"Low",441,"Very low"
19,"Hartford County",75148,"High",3060,"High"
26,"Fairfield County",95645,"High",1127,"Low"
15,"Fairfield County",95645,"High",2909,"High"
14,"Fairfield County",95645,"Mid-high",1931,"Mid-high"
23,"Windham County",66550,"Mid-low",1296,"Mid-low"
11,"Hartford County",75148,"High",1453,"Mid-low"
9,"Hartford County",75148,"Mid-high",2006,"Mid-high"
16,"Fairfield County",95645,"High",3227,"High"
11,"Middlesex County",85898,"Very low",2322,"Mid-high"
16,"New Haven County",69905,"High",2559,"High"
14,"Fairfield County",95645,"High",2007,"Mid-high"
19,"New Haven County",69905,"Mid-low",1302,"Mid-low"
11,"New Haven County",69905,"High",3137,"High"
11,"Hartford County",75148,"High",3137,"High"
42,"Fairfield County",95645,"Mid-low",2244,"Mid-high"
12,"Litchfield County",79906,"Mid-high",2161,"Mid-high"
24,"Tolland County",87069,"Low",956,"Low"
21,"Middlesex County",85898,"High",2610,"High"
20,"Tolland County",87069,"High",2397,"Mid-high"
12,"Litchfield County",79906,"Mid-low",2210,"Mid-high"
34,"Tolland County",87069,"Mid-high",1954,"Mid-high"
10,"Fairfield County",95645,"High",4520,"High"
13,"Fairfield County",95645,"High",6164,"High"
9,"New Haven County",69905,"Mid-high",620,"Low"
12,"New Haven County",69905,"Mid-low",676,"Low"
13,"Hartford County",75148,"High",841,"Low"
20,"New Haven County",69905,"High",2137,"High"
23,"Tolland County",87069,"High",1192,"Mid-low"
16,"Litchfield County",79906,"Mid-high",1831,"Mid-high"
21,"Fairfield County",95645,"High",5230,"High"
21,"Fairfield County",95645,"Low",1079,"Low"
31,"Middlesex County",85898,"Very low",778,"Low"
13,"Fairfield County",95645,"Very low",1357,"Mid-low"
32,"New Haven County",69905,"High",2973,"High"
7,"New London County",73490,"High",370,"Very low"
23,"New London County",73490,"High",2724,"High"
23,"New Haven County",69905,"High",4700,"High"
20,"Hartford County",75148,"High",1722,"Mid-high"
13,"Fairfield County",95645,"High",2328,"Mid-high"
34,"Fairfield County",95645,"Mid-high",2324,"Mid-high"
14,"Fairfield County",95645,"Mid-high",2197,"Mid-high"
5,"New London County",73490,"Low",1515,"Mid-high"
11,"Hartford County",75148,"Mid-low",1227,"Mid-low"
14,"Hartford County",75148,"High",1850,"Mid-high"
36,"Hartford County",75148,"Very low",2699,"High"
15,"Fairfield County",95645,"Low",2197,"Mid-high"
22,"Fairfield County",95645,"Low",2337,"Mid-high"
7,"New London County",73490,"Low",934,"Mid-low"
9,"Litchfield County",79906,"High",2121,"Mid-high"
3,"New London County",73490,"Mid-high",3518,"High"
10,"New London County",73490,"Mid-high",2095,"Mid-high"
15,"Middlesex County",85898,"Very low",810,"Low"
14,"Hartford County",75148,"Mid-high",2077,"Mid-high"
13,"Hartford County",75148,"High",1652,"Mid-high"
9,"Fairfield County",95645,"High",1960,"Mid-high"
24,"Fairfield County",95645,"Mid-high",2253,"Mid-high"
